C.D.S.  -  SIMBAD4 rel 1.7  -  2021.01.06CET23:37:43

sptypes = 'K'
-------------

Number of objects : 6163

 #  |            identifier             |typ|       coord1 (ICRS,J2000/2000)        |Mag U |Mag B |Mag V |Mag R |Mag I |  spec. type   |#bib|#not
----|-----------------------------------|---|---------------------------------------|------|------|------|------|------|---------------|----|----
1072|PPMXL 3189652360374206258          |AM*|07 06 48.9249417851 +03 24 47.332897909|     ~|     ~|18.1  |     ~|     ~|K              |   9|   0
1073|BD-01 1491                         |*  |06 59 52.9627486172 -02 00 29.408453605|     ~|10.51 | 9.15 |     ~|     ~|K              |   1|   0
1074|HD 296032                          |*  |07 01 32.3415076127 -02 35 34.565825859|     ~|11.77 |11.25 |     ~|     ~|K              |   1|   0
1075|GSC 04805-02991                    |*  |06 57 44.50 -03 18 05.8                |     ~|11.2  |     ~|     ~|     ~|K              |   1|   0
1076|HD 295835B                         |*  |06 57 44.2011453353 -03 18 01.247291699|     ~|11.7  |     ~|     ~|     ~|K              |   1|   1
1077|2MASS J06580591-1744249            |AM*|06 58 05.91048 -17 44 24.9936          |     ~|     ~|16.2  |     ~|     ~|K              |   8|   0
1078|BD-18 1619                         |*  |06 58 32.8918701297 -19 09 28.759660655|     ~|10.39 | 9.10 |     ~|     ~|K              |   0|   0
1079|BD-22 1658                         |*  |07 01 24.2564958250 -22 14 05.870962304|     ~|11.46 |10.12 |     ~|     ~|K              |   0|   0
1080|CD-22 3886                         |*  |07 01 39.4472535607 -22 54 20.528953241|     ~|11.20 | 9.94 |     ~|     ~|K              |   0|   0
1081|HD 52600                           |*  |07 00 39.5888963364 -28 11 42.001543499|     ~|11.15 | 9.69 |     ~|     ~|K              |   3|   0
1082|CD-35 3261                         |*  |06 59 53.6444646318 -36 01 49.639450939|     ~|11.47 | 9.74 |     ~|     ~|K              |   1|   0
1083|HD 54533                           |*  |07 10 50.3748522435 +36 32 38.046397517|     ~|10.60 | 9.43 |     ~|     ~|K              |   1|   0
1084|HD 54350                           |*  |07 09 54.7674949911 +34 15 39.189538131|     ~|10.59 | 9.32 |     ~|     ~|K              |   1|   0
1085|HD 55357                           |PM*|07 13 45.9511297071 +27 57 58.122531630|     ~| 9.88 | 8.74 |     ~|     ~|K              |   1|   0
1086|HD 54652                           |*  |07 10 40.7638194865 +25 02 42.998213401|     ~| 9.95 | 8.87 |     ~|     ~|K              |   2|   0
1087|HD 55672                           |*  |07 14 52.3547236757 +23 06 39.769173210|     ~| 9.41 | 8.20 |     ~|     ~|K              |   9|   0
1088|BD+20 1720                         |*  |07 10 04.9867590714 +20 21 04.141165823|     ~|11.42 |10.12 | 9.7  |     ~|K              |   3|   0
1089|HD 55772                           |*  |07 14 55.8220605368 +16 49 26.213761977|     ~|11.73 |10.43 |     ~|     ~|K              |   3|   0
1090|BD+07 1615                         |*  |07 09 14.0186813505 +07 41 30.078247348|     ~|11.71 |10.63 |     ~|     ~|K              |   0|   0
1091|HD 293612                          |*  |07 15 52.6278 +00 29 12.274            |     ~|11.84 |10.70 |     ~|     ~|K              |   0|   0
1092|HD 289753                          |*  |07 14 14.4788598055 +02 07 45.957976542|     ~|11.35 |10.37 |     ~|     ~|K              |   1|   0
1093|HD 289837                          |PM*|07 15 02.3590246359 +01 35 08.309688172|     ~|11.91 |11.16 |     ~|     ~|K              |   1|   0
1094|HD 289848                          |*  |07 14 24.9794108684 +01 13 21.663595813|     ~|11.32 |10.19 |     ~|     ~|K              |   1|   0
1095|HD 289849                          |*  |07 14 31.7888522084 +01 08 40.595071177|     ~|11.71 |10.52 |     ~|     ~|K              |   1|   0
1096|HD 293353                          |*  |07 10 44.44 -00 37 07.0                |     ~|10    |     ~|     ~|     ~|K              |   1|   0
1097|HD 293425                          |*  |07 10 27.3195721019 -01 31 19.871577410|     ~|11.94 |10.66 |     ~|     ~|K              |   1|   0
1098|HD 293534                          |*  |07 11 23.98 -00 40 22.5                |     ~|10    |     ~|     ~|     ~|K              |   1|   0
1099|HD 293638                          |*  |07 14 33.61 -00 16 18.2                |     ~|10    |     ~|     ~|     ~|K              |   1|   0
1100|HD 293652                          |*  |07 15 57.7644650716 -00 39 18.806014760|     ~|11.4  |10.4  |     ~|     ~|K              |   1|   0
1101|HD 293666                          |*  |07 13 59.27 -00 33 20.1                |     ~|10    |     ~|     ~|     ~|K              |   1|   0
1102|HD 293697                          |*  |07 14 18.8674222919 -01 25 16.078160904|     ~|11.98 |10.60 |     ~|     ~|K              |   1|   0
1103|HD 296672                          |*  |07 14 12.0857557562 -02 58 08.343244745|     ~|11.47 |10.44 |     ~|     ~|K              |   1|   0
1104|HD 296673                          |*  |07 14 17.1902532722 -03 00 30.143908628|     ~|11.63 |10.67 |     ~|     ~|K              |   1|   0
1105|BD-06 1940                         |*  |07 08 32.1147382809 -06 38 12.026191927|     ~|10.50 | 9.51 |     ~|     ~|K              |   4|   0
1106|[FS2003] 0411                      |*  |07 09 17.05 -08 18 20.1                |     ~|     ~|     ~|     ~|     ~|K              |   2|   0
1107|BD-22 1718                         |*  |07 08 46.5062481462 -22 32 31.005842736|     ~|11.317| 9.991|     ~|     ~|K              |   1|   0
1108|BD-22 1758                         |*  |07 13 36.8244581760 -22 37 29.509100244|     ~|11.185|10.00 |     ~|     ~|K              |   1|   0
1109|V* GT Pup                          |LP*|07 14 28.4456384630 -38 03 50.158509052|     ~|11.08 |11.00 |     ~|     ~|K              |   5|   0
1110|HD 57858                           |*  |07 24 15.4901659053 +27 49 50.131486445|     ~| 9.87 | 8.62 |     ~|     ~|K              |   1|   0
1111|HD 58876                           |*  |07 28 34.8626158064 +26 49 08.983550792|     ~|10.29 | 8.84 |     ~|     ~|K              |   1|   0
1112|V* V428 Gem                        |EB*|07 23 25.7053165820 +26 07 31.499637751|     ~|11.73 |10.98 |     ~|10.052|K              |   7|   0
1113|BD+09 1665                         |*  |07 28 34.8488797093 +08 50 40.654271382|     ~|11.76 |10.82 |     ~|     ~|K              |   0|   0
1114|HD 59109                           |*  |07 28 49.0734532091 +09 38 38.746735803|     ~| 9.73 | 8.83 |     ~|     ~|K              |   1|   0
1115|BD+08 1753                         |*  |07 23 44.3234082199 +08 39 56.380800189|     ~|10.35 | 9.35 |     ~|     ~|K              |   1|   0
1116|BD+07 1685                         |*  |07 20 03.2551676765 +07 22 31.447411893|     ~|10.04 | 9.18 |     ~|     ~|K              |   4|   0
1117|BD+06 1651                         |*  |07 24 40.2556549061 +06 20 00.944356098|     ~|11.16 |10.11 |     ~|     ~|K              |   0|   0
1118|BD+05 1630                         |*  |07 21 13.5026395586 +05 01 00.260474647|     ~|11.26 | 9.80 |     ~|     ~|K              |   0|   0
1119|BD-00 1724                         |*  |07 26 43.2986899074 -00 38 12.837395264|     ~|11.2  | 9.91 |     ~|     ~|K              |   0|   0
1120|BD-01 1671                         |*  |07 21 24.2238501872 -01 30 31.353068407|     ~|10.86 | 9.28 |     ~|     ~|K              |   0|   0
1121|BD-01 1721                         |*  |07 27 12.1271592445 -01 42 45.698755191|     ~|11.90 |10.49 |     ~|     ~|K              |   0|   0
1122|CPD-20 2381                        |*  |07 25 19.0149103049 -21 00 27.033325601|     ~|11.85 |10.35 |     ~|     ~|K              |   5|   0
1123|BD-22 1828                         |*  |07 21 14.6521508312 -22 57 16.878283386|     ~|10.84 | 9.57 |     ~|     ~|K              |   0|   0
1124|BD-22 1856                         |*  |07 24 17.9235897996 -22 37 55.583192078|     ~|11.13 |10.20 |     ~|     ~|K              |   0|   0
1125|BD-22 1883                         |*  |07 28 16.5987240997 -22 35 13.886554058|     ~|11.08 | 9.86 |     ~|     ~|K              |   0|   0
1126|BD-22 1895                         |*  |07 29 46.1760021524 -23 12 20.969856546|     ~|11.16 |10.06 |     ~|     ~|K              |   0|   0
1127|HD 60616                           |*  |07 37 06.5754178374 +39 46 21.361719341|     ~| 9.68 | 8.61 |     ~|     ~|K              |   5|   0
1128|HD 61418                           |*  |07 40 50.6350791562 +39 40 49.187573353|     ~| 9.80 | 8.64 |     ~|     ~|K              |   5|   0
1129|HD 59558                           |*  |07 31 56.5105829944 +33 11 46.509220145|     ~|10.12 | 8.90 |     ~|     ~|K              |   5|   0
1130|HD 60440                           |*  |07 35 07.7607822302 +20 19 05.763370126|     ~| 9.86 | 8.35 |     ~|     ~|K              |   5|   0
1131|HD 59978                           |*  |07 33 05.6082337161 +17 28 05.634304612|     ~|10.07 | 9.12 |     ~|     ~|K              |   1|   0
1132|HD 60822                           |*  |07 36 48.4088666447 +11 22 31.163325268|     ~| 9.73 | 8.44 |     ~|     ~|K              |   1|   0
1133|BD+09 1696                         |*  |07 33 34.8238610945 +09 00 16.144966667|     ~|11.84 |10.80 |     ~|     ~|K              |   0|   0
1134|HD 60823                           |*  |07 36 41.9070322389 +09 17 04.096720181|     ~| 9.98 | 8.41 |     ~|     ~|K              |   4|   0
1135|BD+05 1701                         |*  |07 32 43.0650894853 +05 40 17.212397873|     ~|11.16 | 9.81 |     ~|     ~|K              |   1|   0
1136|BD+00 1972                         |*  |07 30 58.2969716551 +00 03 39.461584785|     ~| 9.63 | 8.75 |     ~|     ~|K              |   0|   0
1137|HD 60328                           |*  |07 32 36.0 -34 05 00                   |     ~|11.4  |10.7  |     ~|     ~|K              |   2|   0
1138|HD 59867                           |*  |07 30 06.6104395068 -39 39 32.872227871|     ~| 9.89 | 8.30 |     ~|     ~|K              |   4|   0
1139|HD 61332                           |Pe*|07 36 57.8083842954 -40 11 31.400119919|     ~| 8.290| 7.047|     ~|     ~|KpBa           |  20|   0
1140|BD+41 1722                         |*  |07 46 41.2074443397 +41 05 16.876777782|     ~|11.39 | 9.88 |     ~|     ~|K              |   0|   0
1141|HD 63750                           |*  |07 51 12.3618911373 +17 57 55.784913627|     ~|10.64 | 9.42 |     ~|     ~|K              |   2|   0
1142|[FS2003] 0443                      |*  |07 48 04.74 +18 11 29.5                |     ~|     ~|     ~|     ~|     ~|K              |   2|   0
1143|HD 63019                           |*  |07 47 17.8228669209 +12 49 04.747510943|     ~| 9.86 | 8.46 |     ~|     ~|K              |   1|   0
1144|BD+05 1777                         |*  |07 46 01.5303438475 +05 33 55.054646421|     ~|11.4  |10.4  |     ~|     ~|K              |   0|   0
1145|TYC 188-2000-1                     |*  |07 49 57.5090416217 +03 59 34.354367505|     ~|11.33 |10.38 |     ~|     ~|K              |   0|   0
1146|BD+05 1800                         |*  |07 49 20.1842263158 +04 55 48.561250294|     ~|11.02 | 9.62 |     ~|     ~|K              |   0|   0
1147|1RXS J074557.1-015814              |*  |07 45 57.02 -01 58 16.4                |     ~|     ~|     ~|     ~|     ~|K              |   2|   0
1148|BD-20 2195                         |*  |07 47 59.7691008944 -21 20 34.958891770|     ~|11.22 | 9.48 |     ~|     ~|K              |   0|   0
1149|HD 64020                           |*  |07 53 23.4493798787 +37 32 18.718793271|     ~|10.18 | 9.05 |     ~|     ~|K              |   1|   0
1150|HD 63972                           |*  |07 52 45.2972470678 +29 43 32.434216138|     ~|10.31 | 9.03 |     ~|     ~|K              |   1|   0
1151|HD 66087                           |*  |08 02 51.4008339407 +20 56 43.522259366|     ~|10.03 | 9.03 |     ~|     ~|K              |   1|   0
1152|HD 64329                           |*  |07 54 10.0271126705 +18 32 16.933555527|     ~|10.28 | 9.05 |     ~|     ~|K              |   2|   0
1153|HD 64788                           |V* |07 56 18.1926304746 +19 11 03.412989649|     ~|10.06 | 8.63 |     ~|     ~|K              |   1|   0
1154|BD+02 1834                         |*  |07 58 25.3488582883 +02 11 36.220323254|     ~|11.06 | 9.74 |     ~|     ~|K              |   0|   0
1155|BD-01 1888                         |*  |07 55 12.615 -01 30 05.83              |     ~|10.9  | 9.6  |     ~|     ~|K              |   0|   0
1156|BD-19 2114                         |*  |07 53 09.7349304713 -19 35 22.272818273|     ~|10.77 | 9.63 |     ~|     ~|K              |   0|   0
1157|HD 65205                           |*  |07 56 41.3081546525 -26 19 02.413621991|     ~| 9.77 | 8.25 |     ~|     ~|KpBa           |   5|   0
1158|BD+09 1878                         |Pu*|08 08 01.4535984088 +08 56 48.949485260|     ~|11.23 | 9.97 |     ~|     ~|K              |   3|   0
1159|BD-00 1897                         |*  |08 04 56.3341292031 -00 25 41.580885694|     ~|11.5  |11.0  |     ~|     ~|K              |   1|   0
1160|BD-01 1935                         |*  |08 03 48.0285642907 -01 59 59.969991731|     ~|11.04 | 9.78 |     ~|     ~|K              |   0|   0
1161|HD 67427                           |*  |08 07 49.7 -02 59 16                   |     ~| 9.5  | 9.8  |     ~|     ~|K              |   2|   0
1162|BD-08 2255                         |*  |08 11 09.3929408986 -08 41 18.428164057|     ~|10.92 | 9.54 |     ~|     ~|K              |   0|   0
1163|NGC 2539 54                        |*  |08 10 17.4866357914 -12 42 34.663224228|     ~|15.022|13.689|     ~|     ~|K              |   4|   0
1164|BD-14 2416                         |** |08 12 36.7291691052 -15 18 28.144840469|     ~| 9.89 | 8.89 |     ~|     ~|K              |   0|   0
1165|BD+07 1953                         |*  |08 17 07.4566544146 +06 42 27.854510577|     ~|11.98 |10.31 |     ~|     ~|K              |   0|   0
1166|TYC 204-1740-1                     |*  |08 21 01.3559056704 +04 59 53.807548858|     ~|11.32 |10.30 |     ~|     ~|K              |   0|   0
1167|BD+05 1960                         |*  |08 23 57.6463354199 +05 04 58.611457030|     ~|10.91 | 9.66 |     ~|     ~|K              |   0|   0
1168|BD+03 1935                         |*  |08 16 41.7090438167 +03 11 09.414982047|     ~|12.30 |11.28 |     ~|     ~|K              |   0|   0
1169|BD+00 2267                         |*  |08 19 24.2282512666 +00 09 59.447325198|     ~|11.43 |10.03 |     ~|     ~|K              |   0|   0
1170|BD-22 2223                         |*  |08 18 34.9399899625 -22 46 36.523084970|     ~|11.061|10.047|     ~|     ~|K              |   1|   0
1171|BD-22 2224                         |*  |08 18 45.4116406709 -22 33 15.452751560|     ~|11.347|10.186|     ~|     ~|K              |   1|   0
1172|BD-21 2403                         |*  |08 22 24.2724906432 -22 27 14.799257215|     ~|11.26 |10.28 |     ~|     ~|K              |   0|   0
1173|HD 72051                           |*  |08 32 01.5722219331 +33 10 13.217926532|     ~|10.10 | 9.09 |     ~|     ~|K              |   1|   0
1174|BD+00 2336                         |*  |08 35 11.7496309654 +00 06 30.574047257|     ~|10.60 | 9.26 |     ~|     ~|K              |   0|   0
1175|BD+00 2307                         |*  |08 28 22.9299732646 -00 19 28.829543929|     ~|11.5  |10.2  |     ~|     ~|K              |   0|   0
1176|BD-07 2506                         |*  |08 30 21.1659593863 -07 44 10.051060154|     ~| 9.99 | 8.71 |     ~|     ~|K              |   0|   0
