C.D.S.  -  SIMBAD4 rel 1.7  -  2021.01.06CET23:33:20

sptypes = 'A'
-------------

Number of objects : 11389

  #  |            identifier             |typ|       coord1 (ICRS,J2000/2000)        |Mag U |Mag B |Mag V |Mag R |Mag I |  spec. type   |#bib|#not
-----|-----------------------------------|---|---------------------------------------|------|------|------|------|------|---------------|----|----
9228 |SDSS J073806.90+450047.2           |*  |07 38 06.8927452618 +45 00 47.272169592|     ~|     ~|     ~|     ~|     ~|sdA            |   1|   0
9229 |SDSS J074422.20+461404.6           |*  |07 44 22.2060765223 +46 14 04.614990167|     ~|     ~|     ~|     ~|     ~|sdA            |   1|   0
9230 |SDSS J073934.27+464108.6           |*  |07 39 34.2808737553 +46 41 08.569872775|     ~|     ~|     ~|     ~|     ~|sdA            |   1|   0
9231 |SDSS J074528.98+405406.4           |*  |07 45 28.9736465610 +40 54 06.530298803|     ~|     ~|     ~|     ~|     ~|sdA            |   1|   0
9232 |SDSS J073526.89+375821.3           |*  |07 35 26.8917519510 +37 58 21.328191005|     ~|     ~|     ~|     ~|     ~|sdA            |   1|   0
9233 |SDSS J075025.16+483631.2           |*  |07 50 25.1642656840 +48 36 30.855117912|     ~|     ~|     ~|     ~|     ~|sdA            |   1|   0
9234 |SDSS J074307.46+491247.2           |*  |07 43 07.4666135007 +49 12 46.967969918|     ~|     ~|     ~|     ~|     ~|sdA            |   1|   0
9235 |SDSS J073828.98+491554.9           |*  |07 38 28.9888655465 +49 15 54.650837715|     ~|     ~|     ~|     ~|     ~|sdA            |   1|   0
9236 |SDSS J074225.39+432103.1           |*  |07 42 25.3920898166 +43 21 03.144145904|     ~|     ~|     ~|     ~|     ~|sdA            |   1|   0
9237 |SDSS J073745.48+451746.8           |*  |07 37 45.4776326390 +45 17 46.783466011|     ~|     ~|     ~|     ~|     ~|sdA            |   1|   0
9238 |SDSS J073819.92+451716.9           |*  |07 38 19.9248664902 +45 17 16.940218941|     ~|     ~|     ~|     ~|     ~|sdA            |   1|   0
9239 |SDSS J074043.60+455838.7           |*  |07 40 43.6015589973 +45 58 38.789344594|     ~|     ~|     ~|     ~|     ~|sdA            |   1|   0
9240 |SDSS J074816.57+392432.7           |*  |07 48 16.5783794622 +39 24 32.783285279|     ~|     ~|     ~|     ~|     ~|sdA            |   1|   0
9241 |SDSS J074611.32+403143.3           |*  |07 46 11.3195026742 +40 31 43.330941303|     ~|     ~|     ~|     ~|     ~|sdA            |   1|   0
9242 |SDSS J074917.29+403811.8           |*  |07 49 17.2938271555 +40 38 11.858180900|     ~|     ~|     ~|     ~|     ~|sdA            |   1|   0
9243 |SDSS J075325.65+491943.4           |*  |07 53 25.6724495711 +49 19 43.139743393|     ~|     ~|     ~|     ~|     ~|sdA            |   1|   0
9244 |SDSS J075506.21+452243.9           |*  |07 55 06.2109359131 +45 22 43.967306583|     ~|     ~|     ~|     ~|     ~|sdA            |   1|   0
9245 |SDSS J080204.39+504110.6           |*  |08 02 04.4043647154 +50 41 10.439828741|     ~|     ~|     ~|     ~|     ~|sdA            |   1|   0
9246 |SDSS J080024.29+513759.0           |*  |08 00 24.2951332927 +51 37 58.783542220|     ~|     ~|     ~|     ~|     ~|sdA            |   1|   0
9247 |SDSS J075108.63+520222.9           |*  |07 51 08.6383158020 +52 02 22.735995358|     ~|     ~|     ~|     ~|     ~|sdA            |   1|   0
9248 |SDSS J075752.96+465606.1           |*  |07 57 52.9812853422 +46 56 05.865996846|     ~|     ~|     ~|     ~|     ~|sdA            |   1|   0
9249 |SDSS J075548.30+461953.9           |*  |07 55 48.2977731997 +46 19 54.034687570|     ~|     ~|     ~|     ~|     ~|sdA            |   1|   0
9250 |SDSS J075346.23+462304.1           |*  |07 53 46.2343742284 +46 23 04.238057591|     ~|     ~|     ~|     ~|     ~|sdA            |   1|   0
9251 |SDSS J080227.17+423254.2           |*  |08 02 27.1824983657 +42 32 54.280791554|     ~|     ~|     ~|     ~|     ~|sdA            |   1|   0
9252 |SDSS J080131.98+424016.8           |*  |08 01 31.9734473339 +42 40 16.838964338|     ~|     ~|     ~|     ~|     ~|sdA            |   1|   0
9253 |SDSS J080302.42+431122.8           |*  |08 03 02.4243267622 +43 11 22.966334504|     ~|     ~|     ~|     ~|     ~|sdA            |   1|   0
9254 |SDSS J080150.58+475247.0           |*  |08 01 50.5730974228 +47 52 46.789992692|     ~|     ~|     ~|     ~|     ~|sdA            |   1|   0
9255 |SDSS J080334.19+502211.3           |*  |08 03 34.1915968701 +50 22 11.098832365|     ~|     ~|     ~|     ~|     ~|sdA            |   1|   0
9256 |SDSS J080407.03+501314.0           |*  |08 04 07.0398479553 +50 13 13.799567208|     ~|     ~|     ~|     ~|     ~|sdA            |   1|   0
9257 |SDSS J080838.94+454100.1           |*  |08 08 38.9458068947 +45 41 00.110372000|     ~|     ~|     ~|     ~|     ~|sdA            |   1|   0
9258 |SDSS J080424.18+452026.1           |*  |08 04 24.1882305257 +45 20 26.117414683|     ~|     ~|     ~|     ~|     ~|sdA            |   1|   0
9259 |SDSS J075855.48+453651.5           |*  |07 58 55.4839059620 +45 36 51.567486933|     ~|     ~|     ~|     ~|     ~|sdA            |   1|   0
9260 |SDSS J080539.98+491452.9           |*  |08 05 39.9867731496 +49 14 52.757803904|     ~|     ~|     ~|     ~|     ~|sdA            |   1|   0
9261 |SDSS J081330.99+495557.7           |*  |08 13 31.0001818929 +49 55 57.478426856|     ~|     ~|     ~|     ~|     ~|sdA            |   1|   0
9262 |SDSS J082412.03+534013.5           |*  |08 24 12.0496624844 +53 40 13.278190572|     ~|     ~|     ~|     ~|     ~|sdA            |   1|   0
9263 |SDSS J082235.15+463140.0           |*  |08 22 35.1467168794 +46 31 39.917209767|     ~|     ~|     ~|     ~|     ~|sdA            |   1|   0
9264 |SDSS J081248.69+463831.9           |*  |08 12 48.6942337438 +46 38 31.925284660|     ~|     ~|     ~|     ~|     ~|sdA            |   1|   0
9265 |SDSS J081413.18+471658.6           |*  |08 14 13.1836120708 +47 16 58.415462862|     ~|     ~|     ~|     ~|     ~|sdA            |   1|   0
9266 |SDSS J082801.65+494901.0           |*  |08 28 01.6667709003 +49 49 00.703549138|     ~|     ~|     ~|     ~|     ~|sdA            |   1|   0
9267 |SDSS J082022.97+493836.1           |*  |08 20 22.9814862294 +49 38 35.891277978|     ~|     ~|     ~|     ~|     ~|sdA            |   1|   0
9268 |SDSS J083027.29+514347.2           |*  |08 30 27.2906500616 +51 43 46.835271307|     ~|     ~|     ~|     ~|     ~|sdA            |   1|   0
9269 |SDSS J083015.46+490736.9           |*  |08 30 15.4651670587 +49 07 36.573701837|     ~|     ~|     ~|     ~|     ~|sdA            |   1|   0
9270 |SDSS J083317.52+493535.9           |*  |08 33 17.5262806111 +49 35 35.664027186|     ~|     ~|     ~|     ~|     ~|sdA            |   1|   0
9271 |SDSS J083935.45+495636.2           |*  |08 39 35.4580233071 +49 56 35.979892759|     ~|     ~|     ~|     ~|     ~|sdA            |   1|   0
9272 |SDSS J083755.53+490747.7           |*  |08 37 55.5416500421 +49 07 47.409433608|     ~|     ~|     ~|     ~|     ~|sdA            |   1|   0
9273 |SDSS J084009.87+505951.5           |*  |08 40 09.8705011218 +50 59 51.271345553|     ~|     ~|     ~|     ~|     ~|sdA            |   1|   0
9274 |SDSS J081340.29+513701.4           |*  |08 13 40.290 +51 37 01.44              |     ~|     ~|     ~|     ~|     ~|sdA            |   1|   0
9275 |SDSS J010758.14-001530.6           |*  |01 07 58.1342901018 -00 15 30.630303784|     ~|     ~|     ~|     ~|     ~|sdA            |   1|   0
9276 |SDSS J010426.28-003504.5           |*  |01 04 26.2855486606 -00 35 04.409713164|     ~|     ~|     ~|     ~|     ~|sdA            |   1|   0
9277 |SDSS J010351.23-004102.6           |*  |01 03 51.2361651114 -00 41 02.695219953|     ~|     ~|     ~|     ~|     ~|sdA            |   1|   0
9278 |SDSS J005903.66-000019.1           |*  |00 59 03.6553058686 -00 00 19.140333746|     ~|     ~|     ~|     ~|     ~|sdA            |   1|   0
9279 |SDSS J010348.37+002102.6           |*  |01 03 48.3665322687 +00 21 02.666464024|     ~|     ~|     ~|     ~|     ~|sdA            |   1|   0
9280 |SDSS J010817.96+004303.0           |*  |01 08 17.9532633134 +00 43 03.086335568|     ~|     ~|     ~|     ~|     ~|sdA            |   1|   0
9281 |SDSS J010903.68+005001.6           |*  |01 09 03.6791169827 +00 50 01.638874924|     ~|     ~|     ~|     ~|     ~|sdA            |   1|   0
9282 |SDSS J023533.37-003421.0           |*  |02 35 33.3731048258 -00 34 21.044880567|     ~|     ~|     ~|     ~|     ~|sdA            |   1|   0
9283 |SDSS J023438.83-010549.7           |*  |02 34 38.8323008487 -01 05 49.740659001|     ~|     ~|     ~|     ~|     ~|sdA            |   1|   0
9284 |SDSS J023039.56+001242.4           |*  |02 30 39.5569107753 +00 12 42.387218337|     ~|     ~|     ~|     ~|     ~|sdA            |   1|   0
9285 |SDSS J023339.71-001427.7           |*  |02 33 39.7147537389 -00 14 27.677391982|     ~|     ~|     ~|     ~|     ~|sdA            |   1|   0
9286 |SDSS J023447.07+010944.5           |*  |02 34 47.0671671484 +01 09 44.536531937|     ~|     ~|     ~|     ~|     ~|sdA            |   1|   0
9287 |SDSS J023859.54+002711.0           |*  |02 38 59.5417397874 +00 27 11.082789201|     ~|     ~|     ~|     ~|     ~|sdA            |   1|   0
9288 |SDSS J074548.18+333117.0           |*  |07 45 48.1794747247 +33 31 17.055844681|     ~|     ~|     ~|     ~|     ~|sdA            |   1|   0
9289 |SDSS J075713.17+291609.6           |*  |07 57 13.1770842972 +29 16 09.654257700|     ~|     ~|     ~|     ~|     ~|sdA            |   1|   0
9290 |SDSS J075722.12+301729.1           |*  |07 57 22.1220698846 +30 17 29.036297345|     ~|     ~|     ~|     ~|     ~|sdA            |   1|   0
9291 |SDSS J075430.44+300720.4           |*  |07 54 30.4433311501 +30 07 20.384839849|     ~|     ~|     ~|     ~|     ~|sdA            |   1|   0
9292 |SDSS J074755.19+320324.0           |*  |07 47 55.1867151300 +32 03 24.047696031|     ~|     ~|     ~|     ~|     ~|sdA            |   1|   0
9293 |SDSS J075412.37+334736.9           |*  |07 54 12.3704948396 +33 47 36.943778466|     ~|     ~|     ~|     ~|     ~|sdA            |   1|   0
9294 |SDSS J080354.91+305152.1           |*  |08 03 54.9114505361 +30 51 52.260396484|     ~|     ~|     ~|     ~|     ~|sdA            |   1|   0
9295 |SDSS J075848.03+323452.8           |*  |07 58 48.0262398470 +32 34 52.813076273|     ~|     ~|     ~|     ~|     ~|sdA            |   1|   0
9296 |SDSS J080456.53+323725.1           |*  |08 04 56.5265894019 +32 37 25.148287899|     ~|     ~|     ~|     ~|     ~|sdA            |   1|   0
9297 |SDSS J081904.21+355955.1           |*  |08 19 04.2082821616 +35 59 55.110234229|     ~|     ~|     ~|     ~|     ~|sdA            |   1|   0
9298 |SDSS J081638.51+371705.1           |*  |08 16 38.5143055071 +37 17 05.114966172|     ~|     ~|     ~|     ~|     ~|sdA            |   1|   0
9299 |SDSS J082557.68+351416.7           |*  |08 25 57.6799993425 +35 14 16.761956537|     ~|     ~|     ~|     ~|     ~|sdA            |   1|   0
9300 |SDSS J083219.40+380041.4           |*  |08 32 19.4029794286 +38 00 41.440980113|     ~|     ~|     ~|     ~|     ~|sdA            |   1|   0
9301 |SDSS J084411.10+393320.6           |*  |08 44 11.1003828636 +39 33 20.670023017|     ~|     ~|     ~|     ~|     ~|sdA            |   1|   0
9302 |SDSS J083533.96+395807.6           |RR*|08 35 33.9605088526 +39 58 07.566065180|     ~|     ~|     ~|     ~|     ~|sdA            |   3|   0
9303 |SDSS J084428.05+375350.6           |*  |08 44 28.0646057567 +37 53 50.605920782|     ~|     ~|     ~|     ~|     ~|sdA            |   1|   0
9304 |SDSS J084052.13+372652.0           |*  |08 40 52.1310201471 +37 26 52.029302579|     ~|     ~|     ~|     ~|     ~|sdA            |   1|   0
9305 |SDSS J083945.59+391902.9           |*  |08 39 45.5892730234 +39 19 02.908692820|     ~|     ~|     ~|     ~|     ~|sdA            |   1|   0
9306 |SDSS J084432.58+393125.2           |*  |08 44 32.5804856488 +39 31 25.253214332|     ~|     ~|     ~|     ~|     ~|sdA            |   1|   0
9307 |SDSS J084437.20+391429.6           |*  |08 44 37.1924184502 +39 14 29.640097068|     ~|     ~|     ~|     ~|     ~|sdA            |   1|   0
9308 |SDSS J084409.76+383926.8           |*  |08 44 09.7566301927 +38 39 26.894372529|     ~|     ~|     ~|     ~|     ~|sdA            |   1|   0
9309 |SDSS J091754.75-023159.3           |*  |09 17 54.7534781697 -02 31 59.408316201|     ~|     ~|     ~|     ~|     ~|sdA            |   1|   0
9310 |SDSS J091636.77-022507.6           |*  |09 16 36.7613106894 -02 25 07.769921067|     ~|     ~|     ~|     ~|     ~|sdA            |   1|   0
9311 |SDSS J091732.19-014425.5           |*  |09 17 32.1928932850 -01 44 25.510662648|     ~|     ~|     ~|     ~|     ~|sdA            |   1|   0
9312 |SDSS J093511.76-002916.8           |*  |09 35 11.7501582970 -00 29 16.902760018|     ~|     ~|     ~|     ~|     ~|sdA            |   1|   0
9313 |SDSS J093818.21-013710.6           |*  |09 38 18.2147070810 -01 37 10.720382070|     ~|     ~|     ~|     ~|     ~|sdA            |   1|   0
9314 |SDSS J095338.33-024151.5           |*  |09 53 38.3242326162 -02 41 51.530757044|     ~|     ~|     ~|     ~|     ~|sdA            |   1|   0
9315 |SDSS J101501.67-015544.4           |*  |10 15 01.6723258187 -01 55 44.445024592|     ~|     ~|     ~|     ~|     ~|sdA            |   1|   0
9316 |SDSS J102438.01-025319.2           |*  |10 24 38.0132055330 -02 53 19.274935686|     ~|     ~|     ~|     ~|     ~|sdA            |   1|   0
9317 |SDSS J102806.71-004320.3           |*  |10 28 06.7119608619 -00 43 20.390316272|     ~|     ~|     ~|     ~|     ~|sdA            |   1|   0
9318 |SDSS J103636.91-023921.9           |*  |10 36 36.9118394724 -02 39 21.819371383|     ~|     ~|     ~|     ~|     ~|sdA            |   1|   0
9319 |SDSS J103840.80-005057.1           |*  |10 38 40.7954836782 -00 50 57.252437962|     ~|     ~|     ~|     ~|     ~|sdA            |   1|   0
9320 |SDSS J103958.16-015053.7           |*  |10 39 58.1701912038 -01 50 53.717479835|     ~|     ~|     ~|     ~|     ~|sdA            |   1|   0
9321 |SDSS J104202.00-004512.9           |*  |10 42 01.9973996186 -00 45 12.923215470|     ~|     ~|     ~|     ~|     ~|sdA            |   1|   0
9322 |SDSS J104224.49-011248.1           |*  |10 42 24.4839997197 -01 12 48.119246305|     ~|     ~|     ~|     ~|     ~|sdA            |   1|   0
9323 |SDSS J104227.61-014024.0           |*  |10 42 27.6096827181 -01 40 24.140641101|     ~|     ~|     ~|     ~|     ~|sdA            |   1|   0
9324 |SDSS J111205.23-020425.9           |*  |11 12 05.2317824585 -02 04 25.954245139|     ~|     ~|     ~|     ~|     ~|sdA            |   1|   0
9325 |SDSS J112629.60-022050.6           |*  |11 26 29.5999150264 -02 20 50.537852775|     ~|     ~|     ~|     ~|     ~|sdA            |   1|   0
9326 |SDSS J112209.55-023255.5           |*  |11 22 09.5522223081 -02 32 55.554010789|     ~|     ~|     ~|     ~|     ~|sdA            |   1|   0
9327 |SDSS J112505.94-011527.9           |*  |11 25 05.9401584596 -01 15 27.824426763|     ~|     ~|     ~|     ~|     ~|sdA            |   1|   0
9328 |SDSS J114228.60-023445.2           |*  |11 42 28.6035980461 -02 34 45.262834074|     ~|     ~|     ~|     ~|     ~|sdA            |   1|   0
9329 |SDSS J114229.15-012103.5           |*  |11 42 29.1501498972 -01 21 03.517599744|     ~|     ~|     ~|     ~|     ~|sdA            |   1|   0
9330 |SDSS J115900.05-024024.2           |*  |11 59 00.0518013300 -02 40 24.211647690|     ~|     ~|     ~|     ~|     ~|sdA            |   1|   0
9331 |SDSS J115900.67-015922.2           |*  |11 59 00.6711960415 -01 59 22.275592678|     ~|     ~|     ~|     ~|     ~|sdA            |   1|   0
9332 |SDSS J115648.68-030409.9           |*  |11 56 48.6808824704 -03 04 09.911816208|     ~|     ~|     ~|     ~|     ~|sdA            |   1|   0
9333 |SDSS J115447.92-024636.9           |*  |11 54 47.9202005021 -02 46 36.962242285|     ~|     ~|     ~|     ~|     ~|sdA            |   1|   0
9334 |SDSS J115604.80-011717.5           |*  |11 56 04.7962855634 -01 17 17.559550499|     ~|     ~|     ~|     ~|     ~|sdA            |   1|   0
9335 |SDSS J115619.92-011326.7           |*  |11 56 19.9182350233 -01 13 26.898558188|     ~|     ~|     ~|     ~|     ~|sdA            |   1|   0
9336 |SDSS J115723.43-013808.6           |*  |11 57 23.4289288330 -01 38 08.748143633|     ~|     ~|     ~|     ~|     ~|sdA            |   1|   0
9337 |SDSS J115743.05-015320.2           |*  |11 57 43.0477151318 -01 53 20.350382548|     ~|     ~|     ~|     ~|     ~|sdA            |   1|   0
9338 |SDSS J122043.89-022800.9           |*  |12 20 43.8933327806 -02 28 01.007384940|     ~|     ~|     ~|     ~|     ~|sdA            |   1|   0
9339 |SDSS J121723.18-025522.8           |*  |12 17 23.1792464211 -02 55 22.809998673|     ~|     ~|     ~|     ~|     ~|sdA            |   1|   0
9340 |SDSS J121700.54-010511.1           |*  |12 17 00.5409996985 -01 05 11.181529749|     ~|     ~|     ~|     ~|     ~|sdA            |   1|   0
9341 |SDSS J124052.56-015130.5           |*  |12 40 52.5585934255 -01 51 30.563703400|     ~|     ~|     ~|     ~|     ~|sdA            |   1|   0
9342 |SDSS J123807.87-022215.5           |*  |12 38 07.8644423052 -02 22 15.462997455|     ~|     ~|     ~|     ~|     ~|sdA            |   1|   0
9343 |SDSS J123712.19-012107.1           |*  |12 37 12.1922191682 -01 21 07.149790331|     ~|     ~|     ~|     ~|     ~|sdA            |   1|   0
9344 |SDSS J090650.46-010103.0           |*  |09 06 50.4542764500 -01 01 03.071515713|     ~|     ~|     ~|     ~|     ~|sdA            |   1|   0
9345 |SDSS J092155.75-011903.3           |*  |09 21 55.7556628867 -01 19 03.310507891|     ~|     ~|     ~|     ~|     ~|sdA            |   1|   0
9346 |SDSS J092321.17-005757.6           |*  |09 23 21.1772809595 -00 57 57.750121081|     ~|     ~|     ~|     ~|     ~|sdA            |   1|   0
