C.D.S.  -  SIMBAD4 rel 1.7  -  2021.01.06CET22:57:14

sptypes = 'O'
-------------

Number of objects : 1597

 #  |            identifier             |typ|       coord1 (ICRS,J2000/2000)        |Mag U |Mag B |Mag V |Mag R |Mag I |   spec. type    |#bib|#not
----|-----------------------------------|---|---------------------------------------|------|------|------|------|------|-----------------|----|----
1366|[LMS2011] W43 3b                   |*  |18 47 36.648 -01 56 36.08              |     ~|     ~|     ~|     ~|     ~|O                |   1|   0
1367|EC 03556-7819                      |HS*|03 53 35.7523119770 -78 11 15.180768013|14.23 |15.38 |15.65 |     ~|     ~|sdOHe            |   2|   0
1368|EC 04253-8213                      |HS*|04 20 32.1352088988 -82 06 35.359763140|14.62 |15.82 |15.99 |     ~|     ~|sdOHe            |   3|   0
1369|EC 04331-1253                      |HS*|04 35 25.8129201040 -12 47 00.088057598|14.59 |15.77 |16.06 |     ~|     ~|sdO              |   3|   0
1370|EC 04427-4807                      |HS*|04 44 06.3954629656 -48 01 58.210315504|15.42 |16.62 |16.86 |     ~|     ~|sdOHe            |   4|   0
1371|EC 04506-2652                      |HS*|04 52 42.6892622454 -26 47 33.821450643|15.17 |16.36 |16.73 |     ~|     ~|sdOHe            |   3|   0
1372|EC 04583-1649                      |HS*|05 00 38.2204301406 -16 45 03.161673343|15.19 |16.33 |16.61 |     ~|     ~|sdOHe            |   3|   0
1373|EC 05028-4402                      |HS*|05 04 23.5679902357 -43 58 27.929691375|15.44 |16.70 |17.03 |     ~|     ~|sdOHe            |   2|   0
1374|Ton S 415                          |HS*|05 17 56.5317976483 -30 47 49.644325063|11.91 |13.08 |13.34 |13.67 |     ~|sdOHe            |   6|   0
1375|EC 05188-3346                      |HS*|05 20 40.1887783550 -33 43 38.891795623|14.83 |16.07 |16.40 |     ~|     ~|sdOHe            |   3|   0
1376|EC 05358-4616                      |HS*|05 37 14.4082754587 -46 14 57.877751482|13.45 |14.61 |14.98 |     ~|     ~|sdOHe            |   3|   0
1377|EC 05415-5018                      |HS*|05 42 46.7634604342 -50 17 27.173805758|12.64 |13.86 |14.17 |     ~|     ~|sdOHe            |   3|   0
1378|EC 05421-5127                      |HS*|05 43 21.0721029837 -51 26 13.567182361|11.66 |12.85 |13.16 |     ~|     ~|sdO              |   2|   0
1379|EC 06097-8326                      |HS*|06 02 34.2772311898 -83 27 01.570864250|13.59 |14.71 |14.93 |     ~|     ~|sdOHe            |   3|   0
1380|EC 19413-5041                      |HS*|19 45 08.8094226949 -50 34 11.977277900|15.04 |16.18 |16.41 |     ~|     ~|sdOHe            |   3|   0
1381|EC 19414-3819                      |HS*|19 44 50.4375009326 -38 12 26.618867514|15.20 |16.37 |16.74 |     ~|     ~|sdOHe            |   3|   0
1382|EC 20040-6411                      |HS*|20 08 35.0456320433 -64 02 28.785374788|14.80 |15.94 |16.12 |     ~|     ~|sdOHe            |   3|   0
1383|EC 20042-5246                      |HS*|20 08 01.5641688525 -52 38 05.682400074|14.98 |16.17 |16.45 |     ~|     ~|sdOHe            |   3|   0
1384|EC 20081-3205                      |HS*|20 11 18.7458434439 -31 56 06.114418430|14.89 |16.05 |16.23 |     ~|     ~|sdOHe            |   3|   0
1385|EC 20111-3724                      |HS*|20 14 22.9327754782 -37 15 42.414043190|12.02 |13.20 |13.45 |     ~|     ~|sdOHe            |   3|   0
1386|EC 20184-3435                      |HS*|20 21 39.1092198058 -34 25 46.240856345|13.05 |14.18 |14.46 |     ~|     ~|sdOHe            |   3|   0
1387|EC 20205-2725                      |HS*|20 23 35.6941183765 -27 15 21.269287253|15.24 |16.40 |16.68 |     ~|     ~|sdOHe            |   3|   0
1388|EC 20221-6249                      |HS*|20 26 30.1324553298 -62 40 07.052619682|12.79 |13.92 |14.12 |     ~|     ~|sdOHe            |   3|   0
1389|EC 20234-3105                      |HS*|20 26 32.4293498727 -30 55 26.166288529|15.26 |16.48 |16.63 |     ~|     ~|sdOHe            |   3|   0
1390|EC 20263-5312                      |HS*|20 30 03.4516292149 -53 02 23.830804182|14.73 |15.93 |16.22 |     ~|     ~|sdOHe            |   3|   0
1391|EC 20291-4529                      |HS*|20 32 36.7568820565 -45 19 13.884430903|14.79 |16.03 |16.35 |     ~|     ~|sdOHe            |   3|   0
1392|EC 20306-5127                      |HS*|20 34 21.1013375282 -51 17 15.891931280|12.84 |14.05 |14.36 |     ~|     ~|sdOHe            |   3|   0
1393|EC 20334-1425                      |HS*|20 36 11.4880100024 -14 15 24.513086385|15.16 |16.30 |16.55 |     ~|     ~|sdOHe            |   3|   0
1394|EC 20380-3209                      |HS*|20 41 06.9806628393 -31 58 58.252695107|15.14 |16.37 |16.57 |     ~|     ~|sdOHe            |   3|   0
1395|Ton S 3                            |HS*|20 41 25.5695895399 -28 06 14.833966146|14.10 |15.31 |15.61 |16.17 |     ~|sdOHe            |   3|   0
1396|EC 20394-6042                      |HS*|20 43 29.1924801845 -60 31 42.520218298|15.17 |16.37 |16.64 |     ~|     ~|sdOHe            |   3|   0
1397|EC 20401-4521                      |HS*|20 43 31.3874902933 -45 10 26.575449965|15.26 |16.42 |16.88 |     ~|     ~|sdOHe            |   3|   0
1398|EC 20404-4456                      |HS*|20 43 52.0706933671 -44 46 07.497626139|14.65 |15.87 |16.18 |     ~|     ~|sdOHe            |   3|   0
1399|EC 20450-6947                      |HS*|20 49 54.2647275240 -69 36 30.814773266|13.32 |14.55 |14.99 |     ~|     ~|sdOHe            |   4|   0
1400|EC 20481-5518                      |HS*|20 51 53.5268705728 -55 07 34.401938974|14.21 |15.38 |15.60 |     ~|     ~|sdOHe            |   3|   0
1401|EC 20522-5424                      |HS*|20 55 53.3298261644 -54 13 08.950489792|14.14 |15.35 |15.67 |     ~|     ~|sdOHe            |   3|   0
1402|EC 20535-5251                      |HS*|20 57 09.3600649724 -52 39 54.622484295|14.70 |15.84 |16.08 |     ~|     ~|sdOHe            |   3|   0
1403|Ton S 14                           |HS*|21 04 17.9136334584 -27 11 43.476669068|13.87 |15.04 |15.30 |     ~|     ~|sdOHe            |   4|   0
1404|EC 21049-1330                      |HS*|21 07 42.3950030316 -13 18 22.476853341|12.28 |13.47 |13.76 |     ~|     ~|sdO              |   3|   0
1405|EC 21125-7013                      |HS*|21 17 09.4638797223 -70 01 04.246933025|12.65 |13.83 |14.10 |     ~|     ~|sdOHe            |   4|   0
1406|EC 21252-6933                      |HS*|21 29 36.6255827951 -69 20 39.626038064|14.48 |15.68 |15.97 |     ~|     ~|sdOHe            |   3|   0
1407|[MCF2015] 22                       |*  |18 14 16.52 -17 56 03.2                |     ~|     ~|     ~|     ~|     ~|Oe               |   1|   0
1408|2QZ J215503.3-311255               |HS*|21 55 03.3701782520 -31 12 55.393429746|     ~|     ~|     ~|     ~|     ~|sdOHe            |   4|   0
1409|GALEX J011928.8+490109             |HS*|01 19 28.8779119058 +49 01 09.382629971|     ~|13.27 |13.43 |13.56 |     ~|sdOHe            |   5|   0
1410|HS 0222+2334                       |HS*|02 25 12.5049609776 +23 48 20.688292732|     ~|     ~|13.94 |     ~|     ~|sdO              |   3|   0
1411|GALEX J071029.4+233322             |HS*|07 10 29.3617981846 +23 33 22.543712061|     ~|14.25 |14.34 |14.55 |     ~|sdO+F6V          |   4|   0
1412|GALEX J165157.1+262551             |HS*|16 51 57.2064866182 +26 25 50.505690659|     ~|     ~|14.26 |     ~|     ~|sdO              |   3|   0
1413|GALEX J182530.6+084749             |HS*|18 25 30.5451857863 +08 47 48.675372344|     ~|     ~|14.28 |     ~|     ~|sdO              |   3|   0
1414|GALEX J183129.6+085107             |HS*|18 31 29.5894277492 +08 51 09.216849991|     ~|     ~|14.59 |     ~|     ~|sdO              |   2|   0
1415|GALEX J202027.2+070414             |HS*|20 20 27.2149295598 +07 04 13.559467239|     ~|     ~|14.02 |     ~|     ~|sdO+F3V          |   3|   0
1416|GALEX J212544.4+202812             |HS*|21 25 44.4003075730 +20 28 11.665596887|     ~|     ~|13.67 |     ~|     ~|sdOHe            |   4|   0
1417|GALEX J023214.2-071636             |HS*|02 32 14.2026037810 -07 16 37.392598865|     ~|     ~|     ~|     ~|     ~|sdO              |   3|   0
1418|SDSS J023532.60-063437.8           |HS*|02 35 32.6082296832 -06 34 37.681890674|     ~|     ~|     ~|     ~|     ~|sdOHe            |   5|   0
1419|SDSS J034822.28+113303.3           |HS*|03 48 22.2839345938 +11 33 03.398544742|     ~|     ~|     ~|     ~|     ~|sdOHe            |   5|   0
1420|GALEX J072401.7+410321             |HS*|07 24 01.7337962630 +41 03 20.857952109|     ~|     ~|     ~|     ~|     ~|sdO              |   3|   0
1421|GALEX J072824.7+414953             |HS*|07 28 24.7236325803 +41 49 53.714465190|     ~|     ~|     ~|     ~|     ~|sdO              |   7|   1
1422|SDSS J080119.57+252313.1           |HS*|08 01 19.5714763904 +25 23 13.164267501|     ~|     ~|     ~|     ~|     ~|sdOHe            |   3|   0
1423|SDSS J080240.96+284534.1           |HS*|08 02 40.96 +28 45 34.2                |     ~|     ~|     ~|     ~|     ~|sdOHe            |   1|   0
1424|SDSS J081304.04-071306.4           |HS*|08 13 04.0393059785 -07 13 06.505805297|     ~|     ~|     ~|     ~|     ~|sdOHe            |   5|   0
1425|SDSS J082726.19+511526.8           |HS*|08 27 26.1867333750 +51 15 27.041377402|     ~|     ~|     ~|     ~|     ~|sdO              |   5|   0
1426|SDSS J084125.44+610320.6           |HS*|08 41 25.4450667528 +61 03 20.728024778|     ~|     ~|     ~|     ~|     ~|sdOHe            |   4|   0
1427|SDSS J101420.74-025228.1           |HS*|10 14 20.7439862437 -02 52 28.156303157|     ~|     ~|16.334|     ~|     ~|sdOHe            |   5|   0
1428|SDSS J103241.09+090222.6           |HS*|10 32 41.09 +09 02 22.7                |     ~|     ~|     ~|     ~|     ~|sdO              |   1|   0
1429|SDSS J103806.65+134412.0           |HS*|10 38 06.6434822628 +13 44 12.157202735|     ~|     ~|     ~|     ~|     ~|sdOHe            |   6|   0
1430|SDSS J104312.02+180038.7           |HS*|10 43 12.0084114271 +18 00 38.794229674|     ~|     ~|     ~|     ~|     ~|sdOHe            |   6|   0
1431|GALEX J105759.3+470307             |HS*|10 57 59.3700395070 +47 03 07.402211701|     ~|     ~|     ~|     ~|     ~|sdO              |   6|   1
1432|SDSS J111959.23+425519.2           |HS*|11 19 59.23152 +42 55 19.2864          |     ~|     ~|     ~|     ~|     ~|sdOHe            |   1|   0
1433|SDSS J113002.66+145115.1           |HS*|11 30 02.66 +14 51 15.2                |     ~|     ~|     ~|     ~|     ~|sdOHe            |   1|   0
1434|SDSS J114604.92+082934.9           |HS*|11 46 04.9321077875 +08 29 34.908386839|     ~|     ~|     ~|     ~|     ~|sdOHe            |   4|   0
1435|SDSS J125806.38+240604.6           |HS*|12 58 06.3838565670 +24 06 04.701228986|     ~|     ~|     ~|     ~|     ~|sdO              |   3|   0
1436|SDSS J134551.57+090744.5           |HS*|13 45 51.57192 +09 07 44.5152          |     ~|     ~|     ~|     ~|     ~|sdOHe            |   1|   0
1437|SDSS J135415.24+095522.6           |HS*|13 54 15.2500281518 +09 55 22.601387879|     ~|     ~|     ~|     ~|     ~|sdOHe            |   3|   0
1438|SDSS J144621.34+120749.3           |HS*|14 46 21.3350803922 +12 07 49.236150483|     ~|     ~|     ~|     ~|     ~|sdO              |   4|   0
1439|SDSS J150936.18+211433.2           |HS*|15 09 36.1812165655 +21 14 33.208671583|     ~|     ~|     ~|     ~|     ~|sdO              |   4|   0
1440|SDSS J153121.92+110034.8           |HS*|15 31 21.9244334289 +11 00 34.704092292|     ~|     ~|     ~|     ~|     ~|sdO              |   2|   1
1441|SDSS J155002.76+105524.5           |HS*|15 50 02.76 +10 55 24.6                |     ~|     ~|     ~|     ~|     ~|sdO              |   1|   0
1442|SDSS J155551.24+133228.7           |HS*|15 55 51.2413459078 +13 32 28.874187205|     ~|     ~|     ~|     ~|     ~|sdO              |   3|   0
1443|SDSS J160231.62+384440.1           |HS*|16 02 31.6231474125 +38 44 40.225456343|     ~|     ~|     ~|     ~|     ~|sdO              |   4|   0
1444|SDSS J165103.92+285208.0           |HS*|16 51 03.92 +28 52 08.1                |     ~|     ~|     ~|     ~|     ~|sdOHe            |   1|   0
1445|SDSS J165900.75+284714.3           |HS*|16 59 00.7487786069 +28 47 14.407159968|     ~|     ~|     ~|     ~|     ~|sdOHe            |   2|   1
1446|SDSS J170126.69+204620.5           |HS*|17 01 26.6927943369 +20 46 20.581301506|     ~|     ~|     ~|     ~|     ~|sdO              |   2|   1
1447|SDSS J180635.71+235908.4           |HS*|18 06 35.7074615444 +23 59 08.401056991|     ~|     ~|     ~|     ~|     ~|sdOHe            |   5|   0
1448|SDSS J200550.04+762536.3           |HS*|20 05 50.0582706342 +76 25 36.369090056|     ~|     ~|     ~|     ~|     ~|sdOHe            |   5|   0
1449|SDSS J200815.48-110103.9           |HS*|20 08 15.4866711868 -11 01 03.927229530|     ~|     ~|     ~|     ~|     ~|sdOHe            |   5|   0
1450|SDSS J200836.41-114629.2           |HS*|20 08 36.4049611715 -11 46 29.183533693|     ~|     ~|     ~|     ~|     ~|sdOHe            |   5|   0
1451|SDSS J203426.66+143652.8           |HS*|20 34 26.6645765159 +14 36 52.939476962|     ~|     ~|     ~|     ~|     ~|sdOHe            |   5|   0
1452|SDSS J214211.29+045456.3           |HS*|21 42 11.2914683799 +04 54 56.319672890|     ~|     ~|     ~|     ~|     ~|sdO              |   5|   0
1453|SDSS J215722.91+115908.3           |HS*|21 57 22.9194280299 +11 59 08.312256550|     ~|     ~|     ~|     ~|     ~|sdO              |   4|   0
1454|SDSS J220819.50+060255.4           |HS*|22 08 19.5050460565 +06 02 55.429892646|     ~|     ~|     ~|     ~|     ~|sdOHe            |   5|   0
1455|SDSS J233719.19+062504.0           |HS*|23 37 19.1872959951 +06 25 04.021621896|     ~|     ~|     ~|     ~|     ~|sdOHe            |   4|   0
1456|SDSS J044149.12+100821.7           |HS*|04 41 49.1265456089 +10 08 21.729120301|     ~|     ~|     ~|     ~|     ~|sdOHe            |   4|   0
1457|SDSS J055950.31+635807.6           |HS*|05 59 50.3043179023 +63 58 07.748292264|     ~|     ~|     ~|     ~|     ~|sdO              |   3|   0
1458|SDSS J101021.16+274113.7           |HS*|10 10 21.1724757976 +27 41 13.872474219|     ~|     ~|     ~|     ~|     ~|sdO              |   5|   0
1459|SDSS J123536.37+040427.6           |HS*|12 35 36.3804671357 +04 04 27.610699206|     ~|     ~|     ~|     ~|     ~|sdO              |   4|   0
1460|SDSS J130521.60+385900.1           |HS*|13 05 21.6158949166 +38 59 00.139990387|     ~|     ~|     ~|     ~|     ~|sdO              |   3|   0
1461|SDSS J162911.84+204618.1           |HS*|16 29 11.8434355102 +20 46 18.143358652|     ~|     ~|     ~|     ~|     ~|sdOHe            |   4|   0
1462|GALEX J163557.6+620635             |HS*|16 35 57.6369982018 +62 06 35.861680478|     ~|     ~|     ~|     ~|     ~|sdO              |   4|   0
1463|SDSS J173033.52+451537.2           |HS*|17 30 33.5318591180 +45 15 37.317143169|     ~|     ~|     ~|     ~|     ~|sdO              |   3|   0
1464|SDSS J220555.59+055735.8           |HS*|22 05 55.5983512568 +05 57 35.868777107|     ~|     ~|     ~|     ~|     ~|sdO              |   3|   0
1465|PN DS 2                            |PN |15 43 05.0422231267 -39 18 14.606352567|     ~|11.94 |11.91 |     ~|     ~|sdO              |  40|   0
1466|CD-40 13747                        |HS*|20 15 04.7874862110 -40 05 44.113745580|11.91 |12.09 |11.82 |     ~|     ~|sdO              |  43|   0
1467|EC 20534-4536                      |HS*|20 56 48.6332160235 -45 24 38.742205815|12.15 |12.79 |12.51 |12.48 |     ~|sdOHe+G          |   6|   1
1468|HZ 1                               |HS*|04 50 13.5217785460 +17 42 06.198260640|     ~|12.601|12.661|     ~|     ~|sdOHe            |  33|   0
1469|GD 300                             |HS*|09 55 19.4682397330 +51 36 59.015248395|11.110|12.341|12.662|12.801|12.977|sdO              |  25|   1
1470|EC 02523-6934                      |HS*|02 52 51.4860523189 -69 22 33.773884668|15.44 |16.27 |16.02 |     ~|     ~|sdOHe            |   2|   0
1471|EC 03505-6929                      |HS*|03 50 37.7057827510 -69 20 57.257554729|13.34 |14.51 |14.73 |     ~|     ~|sdOHe            |   4|   0
1472|EC 04120-3202                      |HS*|04 14 00.2365233713 -31 54 43.465534121|15.19 |16.41 |16.68 |     ~|     ~|sdOHe            |   4|   0
1473|EC 04386-5049                      |HS*|04 39 55.3443206242 -50 43 46.603100568|14.78 |16.04 |16.38 |     ~|     ~|sdO+F            |   2|   0
1474|EC 04405-3211                      |HS*|04 42 25.9364747469 -32 06 00.829652418|13.33 |14.55 |14.86 |     ~|     ~|sdOHe            |   3|   0
1475|EC 21027-3301                      |HS*|21 05 47.6109325704 -32 49 51.850921598|12.13 |13.31 |13.59 |     ~|     ~|sdO              |   3|   0
1476|EC 21053-4010                      |HS*|21 08 33.2550964560 -39 58 03.739292148|14.78 |15.94 |16.18 |     ~|     ~|sdOHe            |   3|   0
1477|EC 21077-4815                      |HS*|21 11 11.4631168493 -48 02 56.768347168|13.87 |15.05 |15.33 |     ~|     ~|sdOHe            |   3|   0
1478|EC 21098-1848                      |HS*|21 12 38.6658904958 -18 36 04.311997998|     ~|     ~|16.80 |     ~|     ~|sdOHe            |   2|   0
1479|EC 21245-5732                      |HS*|21 28 10.9696028842 -57 19 16.252205472|15.35 |16.47 |16.59 |     ~|     ~|sdOHe            |   3|   0
1480|EC 21256-2319                      |HS*|21 28 32.4094699484 -23 06 48.838339834|14.68 |15.37 |15.26 |     ~|     ~|sdO+F            |   3|   0
1481|EC 21416-3645                      |HS*|21 44 38.1889539438 -36 31 47.315070412|13.81 |14.79 |14.78 |     ~|     ~|sdOHe            |   3|   0
1482|EC 22086-1531                      |HS*|22 11 18.2848874934 -15 16 16.695858022|12.02 |12.99 |12.99 |     ~|     ~|sdO+F            |   3|   0
1483|EC 22332-6837                      |HS*|22 36 49.6186467263 -68 22 20.241676987|14.60 |15.85 |16.10 |     ~|     ~|sdOHe            |   3|   0
1484|EC 22450-6827                      |HS*|22 48 29.9925397634 -68 11 40.113882972|13.03 |14.23 |14.53 |     ~|     ~|sdOHe            |   3|   0
1485|SDSS J224556.32+241256.9           |HS*|22 45 56.3236458471 +24 12 56.921675355|     ~|     ~|     ~|     ~|     ~|sdO              |   3|   0
1486|SDSS J200805.60-102431.6           |HS*|20 08 05.6053519769 -10 24 31.630675215|     ~|     ~|     ~|     ~|     ~|sdOHe            |   2|   0
1487|SDSS J112855.25-061004.0           |HS*|11 28 55.2391241274 -06 10 03.973704474|     ~|     ~|     ~|     ~|     ~|sdOHe            |   2|   0
1488|SDSS J100356.66+031910.3           |HS*|10 03 56.660 +03 19 10.30              |     ~|     ~|     ~|     ~|     ~|sdOHe            |   2|   0
