C.D.S.  -  SIMBAD4 rel 1.7  -  2021.01.06CET23:34:38

sptypes = 'F'
-------------

Number of objects : 3144

 #  |            identifier             |typ|       coord1 (ICRS,J2000/2000)        |Mag U |Mag B |Mag V |Mag R |Mag I |  spec. type   |#bib|#not
----|-----------------------------------|---|---------------------------------------|------|------|------|------|------|---------------|----|----
2770|CPD-32 5151                        |*  |18 09 19.6517798814 -32 37 46.275069214|     ~|11.79 |11.24 |     ~|     ~|F              |   1|   0
2771|CPD-32 5149                        |*  |18 09 08.8363352387 -31 59 55.311172224|     ~|11.86 |10.84 |     ~|     ~|F              |   1|   0
2772|CPD-32 5182                        |*  |18 11 12.1608699953 -32 34 26.817631566|     ~|11.59 |11.10 |     ~|     ~|F              |   1|   0
2773|CPD-33 4982                        |*  |18 15 47.3923117090 -33 45 38.949294350|     ~|11.84 |11.29 |     ~|     ~|F              |   1|   0
2774|EC 20424-3255                      |*  |20 45 34.4460340365 -32 44 17.802080286|     ~|11.46 |10.97 |     ~|     ~|F              |   1|   0
2775|HD 303631                          |*  |11 00 13.7194532237 -58 12 57.506323060|     ~|11.66 |11.22 |     ~|     ~|F              |   0|   0
2776|TYC 9117-1821-1                    |*  |22 18 49.5506129074 -60 52 10.107041627|     ~|11.639|11.231|     ~|     ~|F              |   2|   0
2777|OM 12                              |*  |01 41 47.1269618180 -72 46 24.317023090|     ~|12.85 |12.40 |12.43 |     ~|F              |   1|   0
2778|TYC 8972-1155-1                    |*  |11 41 55.8034071227 -61 09 37.945042029|     ~|11.59 |10.74 |     ~|     ~|FIII           |   0|   0
2779|[LWZ2009] V 9                      |EB*|06 03 34.89 +49 36 45.0                |     ~|     ~|     ~|     ~|     ~|F              |   1|   0
2780|[LWZ2009] V20                      |dS*|06 04 39.65 +50 20 25.8                |     ~|     ~|     ~|     ~|     ~|F              |   1|   0
2781|KIC 10250432                       |*  |18 37 42.0621698429 +47 23 47.349745887|     ~|     ~|     ~|     ~|     ~|Flat           |   2|   0
2782|KOI-1798                           |EB*|19 32 47.0798475489 +42 22 14.270888695|     ~|14.88 |14.56 |     ~|     ~|F+M+G(N)       |  21|   0
2783|KIC 8555573                        |EB*|19 20 37.6637600816 +44 37 56.652164350|     ~|     ~|     ~|     ~|     ~|Flat           |  12|   0
2784|KIC 2850093                        |*  |19 23 47.1428683031 +38 01 44.365987685|     ~|     ~|     ~|     ~|     ~|F              |   3|   0
2785|KIC 3938195                        |*  |19 04 49.5275077236 +39 03 14.659696342|     ~|     ~|     ~|     ~|     ~|F              |   1|   0
2786|KIC 5557961                        |*  |19 51 26.2425231939 +40 43 35.946213760|     ~|     ~|     ~|     ~|     ~|F              |   1|   0
2787|KIC 12069500                       |*  |19 41 58.6882126239 +50 31 10.265891679|     ~|     ~|     ~|     ~|     ~|F              |   2|   0
2788|KIC 8680868                        |*  |19 13 34.4785292807 +44 51 17.691966078|     ~|     ~|     ~|     ~|     ~|Flat           |   3|   0
2789|SDSS J081545.72+264847.1           |dS*|08 15 45.765 +26 48 47.12              |     ~|     ~|17.16 |     ~|     ~|F              |   2|   0
2790|SDSS J153515.55+291038.5           |*  |15 35 15.5560607779 +29 10 38.494303467|     ~|     ~|     ~|     ~|     ~|F              |   1|   0
2791|HD 91172                           |** |10 31 04.971 -24 10 47.46              |     ~| 8.162| 7.769|     ~|     ~|Fm_dD          |   2|   0
2792|CRTS J020549.6+010856              |EB*|02 05 49.7050654910 +01 08 56.534289442|     ~|     ~|16.02 |     ~|     ~|F              |   3|   0
2793|OM 75                              |*  |02 58 45.8457479887 -74 29 19.747941224|     ~|12.729|12.176|12.16 |11.51 |F              |   4|   0
2794|[BBM2014] Sex A 3                  |*  |10 11 10.2861012176 -04 42 06.570186411|     ~|19.485|18.650|18.165|     ~|FIII-V         |   1|   0
2795|2MASS J00570305+5541588            |WU*|00 57 03.0528133781 +55 41 58.875426784|     ~|     ~|     ~|     ~|     ~|F              |   1|   0
2796|2MASS J01165077+2022525            |*  |01 16 50.775 +20 22 52.59              |     ~|     ~|     ~|     ~|     ~|F              |   2|   0
2797|[SLB2015] 10192                    |*  |22 17 54.1496962501 +00 13 10.417912026|     ~|     ~|     ~|21.0  |     ~|F              |   2|   0
2798|KIC 5647107                        |Ro*|19 54 11.5940797609 +40 53 34.613225276|     ~|     ~|     ~|     ~|     ~|Flat           |   6|   0
2799|KIC 7018370                        |Ro*|19 05 41.7014533902 +42 32 31.764052105|     ~|     ~|     ~|     ~|     ~|Flat           |   6|   0
2800|KIC 7517370                        |Ro*|19 13 49.5866965037 +43 11 28.252213985|     ~|     ~|     ~|     ~|     ~|Flat           |   7|   0
2801|KIC 9238276                        |Ro*|19 54 03.4305836924 +45 38 55.193417471|     ~|     ~|     ~|     ~|     ~|Flat           |   6|   0
2802|KIC 9840159                        |Ro*|19 41 50.0605825242 +46 36 40.753871298|     ~|     ~|     ~|     ~|     ~|Flat           |   3|   0
2803|KIC 7017065                        |Ro*|19 03 21.0978531250 +42 32 59.362064322|     ~|     ~|     ~|     ~|     ~|Flat           |   5|   0
2804|KIC 7021131                        |Ro*|19 10 27.5895363265 +42 33 32.750950379|     ~|     ~|     ~|     ~|     ~|Flat           |   4|   0
2805|KOI-5598                           |Ro*|19 11 59.5750061449 +45 23 47.158232043|     ~|     ~|     ~|     ~|     ~|Flat           |   8|   0
2806|KIC 6022596                        |Ro*|18 55 31.3111237681 +41 21 00.166782316|     ~|     ~|     ~|     ~|     ~|Flat           |   3|   0
2807|CPD-25 6377                        |*  |18 11 03.8900921707 -25 46 08.536273100|     ~|11.46 |11.12 |11.18 |     ~|F              |   1|   0
2808|UCAC2 23913949                     |*  |17 19 20.8969263618 -20 24 55.700583794|     ~|     ~|11.8  |     ~|     ~|F              |   1|   0
2809|UCAC2 23172819                     |*  |17 15 32.6931178968 -21 46 54.445079025|     ~|     ~|11.6  |     ~|     ~|F              |   1|   0
2810|CPD-26 5918                        |*  |17 38 22.47 -26 22 27.3                |     ~|     ~|11.6  |     ~|     ~|F              |   1|   0
2811|CPD-26 6014                        |*  |17 50 46.68 -26 46 52.8                |     ~|     ~|11.4  |     ~|     ~|F              |   1|   0
2812|CPD-28 5885                        |*  |17 49 48.72 -28 04 48.6                |     ~|     ~|11.4  |     ~|     ~|F              |   1|   0
2813|CPD-28 5896                        |*  |17 50 27.62 -28 25 32.1                |     ~|     ~|11.5  |     ~|     ~|F              |   1|   0
2814|CPD-28 5990                        |*  |17 53 59.67 -28 32 12.0                |     ~|     ~|11.5  |     ~|     ~|F              |   1|   0
2815|UCAC2 19978278                     |*  |17 43 50.9478704323 -28 36 52.171348993|     ~|     ~|11.8  |     ~|     ~|F              |   1|   0
2816|CD-28 13900                        |*  |17 57 29.94 -28 02 40.7                |     ~|     ~|11.5  |     ~|     ~|F              |   1|   0
2817|UCAC2 20231280                     |*  |18 03 18.5763040314 -28 23 33.690348251|     ~|     ~|12.2  |     ~|     ~|F              |   1|   0
2818|CPD-29 5368                        |*  |18 11 50.48 -29 17 23.0                |     ~|     ~|11.5  |     ~|     ~|F              |   1|   0
2819|CD-29 13991                        |*  |17 47 49.19 -29 50 30.9                |     ~|     ~|11.5  |     ~|     ~|F              |   1|   0
2820|UCAC2 19738416                     |*  |18 00 37.8698849607 -29 23 01.683239328|     ~|     ~|11.6  |     ~|     ~|F              |   1|   0
2821|CPD-30 5002                        |*  |17 53 45.28 -30 27 23.2                |     ~|     ~|10.9  |     ~|     ~|F              |   1|   0
2822|CPD-30 5203                        |*  |18 04 04.3458864813 -30 38 21.069237784|     ~|11.77 |10.58 |     ~|     ~|F              |   1|   0
2823|CPD-31 5119                        |*  |17 56 37.90 -31 35 43.4                |     ~|     ~|11.5  |     ~|     ~|F              |   1|   0
2824|CPD-31 5410                        |*  |18 12 28.21 -31 29 50.2                |     ~|     ~|11.8  |     ~|     ~|F              |   1|   0
2825|CPD-31 5419                        |*  |18 13 22.31 -31 39 41.2                |     ~|     ~|11.5  |     ~|     ~|F              |   1|   0
2826|CPD-31 5473                        |*  |18 17 14.83 -31 21 48.4                |     ~|     ~|11.2  |     ~|     ~|F              |   1|   0
2827|CD-31 14761                        |*  |17 54 19.81 -31 08 24.6                |     ~|     ~|11.4  |     ~|     ~|F              |   1|   0
2828|CPD-33 4948                        |*  |18 13 30.4 -33 29 55                   |     ~|     ~|11.4  |     ~|     ~|F              |   1|   0
2829|CPD-33 4951                        |*  |18 13 43.84 -33 09 47.0                |     ~|     ~|11.2  |     ~|     ~|F              |   1|   0
2830|UCAC2 17577339                     |*  |18 12 27.0458165435 -33 35 35.471805843|     ~|     ~|11.7  |     ~|     ~|F              |   1|   0
2831|KOI-5557                           |Ro*|18 53 23.4438733596 +44 53 21.791483285|     ~|     ~|     ~|     ~|     ~|Flat           |   4|   0
2832|KOI-5431                           |*  |19 13 40.5454008084 +43 32 04.607274256|     ~|     ~|     ~|     ~|     ~|Flat           |   4|   0
2833|EC 04578-1524                      |** |05 00 07.5899703374 -15 20 21.761696390|12.96 |13.47 |13.17 |     ~|     ~|F+sdO?         |   2|   0
2834|EC 05081-8417                      |** |04 59 59.3243078978 -84 13 09.792693433|13.52 |13.90 |13.51 |     ~|     ~|F+sd           |   2|   0
2835|EC 19327-5656                      |** |19 36 50.0488718643 -56 50 09.919426673|15.63 |16.13 |15.88 |     ~|     ~|F+sd?          |   2|   0
2836|EC 19433-6057                      |** |19 47 42.5722829044 -60 50 34.494026544|15.76 |16.63 |16.51 |     ~|     ~|F+sdB          |   3|   0
2837|EC 19472-4342                      |** |19 50 48.3341734502 -43 34 37.131964444|15.40 |16.06 |15.89 |     ~|     ~|F+sd?          |   2|   0
2838|EC 20121-3710                      |** |20 15 23.8066394792 -37 01 38.711410827|14.29 |14.86 |14.65 |     ~|     ~|F+sd?          |   2|   0
2839|EC 21425-7923                      |** |21 48 22.8432066271 -79 09 20.037199313|15.88 |16.32 |15.98 |     ~|     ~|F+sd?          |   3|   0
2840|EC 05039-3423                      |*  |05 05 43.5 -34 19 10                   |15.19 |15.22 |14.67 |     ~|     ~|F              |   1|   0
2841|EC 05101-3607                      |*  |05 11 56.0 -36 03 46                   |15.09 |15.26 |14.74 |     ~|     ~|F              |   1|   0
2842|EC 05117-3559                      |*  |05 13 33.4 -35 55 36                   |14.71 |14.93 |14.44 |     ~|     ~|F              |   1|   0
2843|EC 05267-3249                      |*  |05 28 34.8 -32 47 07                   |     ~|     ~|14.0  |     ~|     ~|F              |   1|   0
2844|EC 05289-6031                      |*  |05 29 35.8 -60 29 44                   |16.04 |16.28 |15.85 |     ~|     ~|Fwk?           |   1|   0
2845|EC 19597-6233                      |*  |20 04 08.5 -62 25 30                   |     ~|     ~|15.6  |     ~|     ~|F              |   1|   0
2846|EC 20278-1727                      |*  |20 30 38.7 -17 17 18                   |15.30 |15.42 |14.88 |     ~|     ~|F              |   1|   0
2847|EC 20312-1742                      |*  |20 34 07.1 -17 32 04                   |15.07 |15.17 |14.66 |     ~|     ~|F              |   1|   0
2848|EC 20373-1637                      |*  |20 40 08.5 -16 26 40                   |14.95 |15.04 |14.48 |     ~|     ~|F              |   1|   0
2849|EC 20385-1715                      |*  |20 41 22.7 -17 05 00                   |14.92 |14.98 |14.45 |     ~|     ~|F              |   1|   0
2850|EC 20564-7928                      |*  |21 03 14.2 -79 16 16                   |     ~|     ~|12.2  |     ~|     ~|F              |   1|   0
2851|EC 21251-7734                      |*  |21 30 49.9 -77 21 17                   |     ~|     ~|13.1  |     ~|     ~|F              |   1|   0
2852|EC 21354-8152                      |*  |21 42 26.2 -81 38 52                   |     ~|     ~|15.4  |     ~|     ~|F              |   1|   0
2853|2MASS J04182560+2836371            |*  |04 18 25.5978292272 +28 36 37.306833610|     ~|     ~|     ~|     ~|     ~|F              |   1|   0
2854|KIC 2451176                        |*  |19 32 41.6459879055 +37 43 03.376383807|     ~|     ~|     ~|     ~|     ~|Flat           |   2|   0
2855|KIC 3111524                        |*  |19 20 41.746 +38 14 01.21              |     ~|     ~|     ~|     ~|     ~|Flat           |   2|   0
2856|2MASS J19441239+4008525            |*  |19 44 12.4017504272 +40 08 52.654853520|     ~|     ~|     ~|     ~|     ~|Flat           |   2|   0
2857|2MASS J19502284+4019342            |*  |19 50 22.8434219560 +40 19 34.218945582|     ~|     ~|     ~|     ~|     ~|Flat           |   2|   0
2858|2MASS J19512185+4024340            |*  |19 51 21.8544532764 +40 24 33.963249304|     ~|     ~|     ~|     ~|     ~|Flat           |   2|   0
2859|2MASS J19545454+4056414            |*  |19 54 54.5452950843 +40 56 41.443958296|     ~|     ~|     ~|     ~|     ~|Flat           |   2|   0
2860|2MASS J19560117+4204277            |*  |19 56 01.1774884861 +42 04 27.700110647|     ~|     ~|     ~|     ~|     ~|Flat           |   2|   0
2861|2MASS J19083398+4250185            |*  |19 08 33.9767504278 +42 50 18.584992866|     ~|     ~|     ~|     ~|     ~|Flat           |   2|   0
2862|2MASS J19065708+4308545            |*  |19 06 57.0772566612 +43 08 54.492878256|     ~|     ~|     ~|     ~|     ~|Flat           |   2|   0
2863|2MASS J19312659+4306303            |*  |19 31 26.5888483646 +43 06 30.384659912|     ~|     ~|     ~|     ~|     ~|Flat           |   3|   0
2864|2MASS J19204868+4318508            |*  |19 20 48.6834812976 +43 18 50.833418894|     ~|     ~|     ~|     ~|     ~|Flat           |   2|   0
2865|2MASS J18485709+4325459            |PM*|18 48 57.0998336725 +43 25 46.020657384|     ~|     ~|     ~|     ~|     ~|Flat           |   2|   0
2866|2MASS J18475801+4412435            |*  |18 47 58.0113042120 +44 12 43.442252190|     ~|     ~|     ~|     ~|     ~|Flat           |   2|   0
2867|2MASS J18594793+4418425            |*  |18 59 47.9402998245 +44 18 42.548046742|     ~|     ~|     ~|     ~|     ~|Flat           |   2|   0
2868|2MASS J18461929+4425039            |PM*|18 46 19.2857526184 +44 25 03.926278607|     ~|     ~|     ~|     ~|     ~|Flat           |   2|   0
2869|2MASS J19173115+4426470            |*  |19 17 31.1507809720 +44 26 46.984949730|     ~|     ~|     ~|     ~|     ~|Flat           |   2|   0
2870|2MASS J18573343+4440119            |*  |18 57 33.4398352573 +44 40 11.951768605|     ~|     ~|     ~|     ~|     ~|Flat           |   2|   0
2871|2MASS J19551563+4439146            |*  |19 55 15.6410096565 +44 39 14.599956971|     ~|     ~|     ~|     ~|     ~|Flat           |   2|   0
2872|2MASS J19195927+4459542            |*  |19 19 59.2771649879 +44 59 54.218127444|     ~|     ~|     ~|     ~|     ~|Flat           |   2|   0
2873|2MASS J18590469+4536437            |*  |18 59 04.6862056479 +45 36 43.674633325|     ~|     ~|     ~|     ~|     ~|Flat           |   2|   0
2874|2MASS J20000823+4615340            |*  |20 00 08.2389772588 +46 15 33.845300482|     ~|     ~|     ~|     ~|     ~|Flat           |   2|   0
2875|2MASS J19394575+4714290            |*  |19 39 45.7600141277 +47 14 29.051011229|     ~|     ~|     ~|     ~|     ~|Flat           |   2|   0
2876|2MASS J19542651+4715292            |*  |19 54 26.5157353562 +47 15 29.266179077|     ~|     ~|     ~|     ~|     ~|Flat           |   2|   0
2877|2MASS J19522426+4733227            |*  |19 52 24.2676385166 +47 33 22.735495745|     ~|     ~|     ~|     ~|     ~|Flat           |   2|   0
2878|KIC 10480312                       |*  |19 42 21.896 +47 40 18.31              |     ~|     ~|     ~|     ~|     ~|Flat           |   2|   0
2879|2MASS J19515230+4752534            |*  |19 51 52.2962034513 +47 52 53.430872252|     ~|     ~|     ~|     ~|     ~|Flat           |   2|   0
2880|2MASS J19541669+4813304            |*  |19 54 16.7068780368 +48 13 30.484463875|     ~|     ~|     ~|     ~|     ~|Flat           |   2|   0
2881|2MASS J19483796+4825060            |*  |19 48 37.9623945464 +48 25 06.023376223|     ~|     ~|     ~|     ~|     ~|Flat           |   2|   0
2882|2MASS J19284229+4846214            |*  |19 28 42.2946513177 +48 46 21.470348746|     ~|     ~|     ~|     ~|     ~|Flat           |   2|   0
